ランク,ティッカー,銘柄名,総合スコア,テクニカル,ファンダメンタル,政策スコア,判定,株価,PER,PBR,ROE,信用倍率,政策セクター,コメント
128,4183.T,三井化学,46.4,26,57,72,💼 保有継続,2049.5,11.73,0.01,0.0951982247693368,9.61,rare_earth,政策(rare_earth) / GC形成中 / 割安 / ⚠信用過熱(9.6倍) / ⚠ペナルティ1件
129,7033.T,マネジメントソリューションズ,46.2,73,35,72,💼 保有継続,1428.0,,,-0.008154056711359832,5.3,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(5.3倍) / ⚠ペナルティ2件
130,9719.T,SCSK,46.0,19,57,78,💼 保有継続,5670.0,20.4,0.03,0.14737255040242603,81.0,ai_digital,政策(ai_digital) / ⚠信用過熱(81.0倍) / ⚠ペナルティ1件
131,9552.T,クオンツ総研ホールディングス,46.0,31,50,72,💼 保有継続,683.0,,,0.47335418763990195,6.34,startup_growth,政策(startup_growth) / RSI底値圏 / ⚠信用過熱(6.3倍) / ⚠ペナルティ1件
132,4475.T,HENNGE,46.0,35,45,72,💼 保有継続,995.0,427.6,0.52,0.12146270760879062,7.14,startup_growth,政策(startup_growth) / ⚠信用過熱(7.1倍) / ⚠ペナルティ1件
133,7172.T,ジャパンインベストメントアドバイザー,46.0,25,57,72,💼 保有継続,1960.0,10.4,0.01,0.09801714212613534,250.59,startup_growth,政策(startup_growth) / 割安 / ⚠信用過熱(250.6倍) / ⚠ペナルティ1件
134,5541.T,大平洋金属,45.8,43,35,72,💼 保有継続,3140.0,35.98,0.01,0.017339660369475034,8.42,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(8.4倍) / ⚠ペナルティ1件
135,7373.T,アイドマ・ホールディングス,45.8,31,49,72,💼 保有継続,1875.0,73.9,0.12,0.1579358825283391,178.79,startup_growth,政策(startup_growth) / ⚠信用過熱(178.8倍) / ⚠ペナルティ1件
136,4004.T,レゾナックHD,45.5,65,42,72,💼 保有継続,10800.0,11.7,,-0.10626114081996435,4.38,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(4.4倍) / ⚠ペナルティ2件
137,2998.T,クリアル,45.4,26,37,72,💼 保有継続,805.0,,,0.05758098866812012,,startup_growth,政策(startup_growth)
138,8113.T,ユニ・チャーム,45.2,31,45,74,💼 保有継続,918.3,55.8,0.06,0.10617401146445653,10.2,green_energy,政策(green_energy) / RSI底値圏 / ⚠信用過熱(10.2倍) / ⚠ペナルティ1件
139,3994.T,マネーフォワード,45.0,55,35,72,💼 保有継続,3547.0,,,-0.23670022606490007,1.34,startup_growth,政策(startup_growth) / ⚠ペナルティ1件
140,9348.T,ispace,44.6,54,35,72,💼 保有継続,567.0,,,-0.35687576639078306,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠ペナルティ1件
141,3984.T,ユーザーローカル,44.5,31,45,72,💼 保有継続,1587.0,55.24,0.07,0.13078248711225196,9.38,startup_growth,政策(startup_growth) / ⚠信用過熱(9.4倍) / ⚠ペナルティ1件
142,1662.T,石油資源開発,43.5,65,35,72,💼 保有継続,2370.0,,,-0.006271691998932087,22.15,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(22.1倍) / ⚠ペナルティ2件
143,5139.T,オープンワーク,43.3,20,37,72,💼 保有継続,905.0,,,0.06458478301849468,,startup_growth,政策(startup_growth)
144,9556.T,INTLOOP,43.2,23,50,72,💼 保有継続,2770.0,,,0.5621040415298175,1889.0,startup_growth,政策(startup_growth) / ⚠信用過熱(1889.0倍) / ⚠ペナルティ1件
145,3692.T,FFRIセキュリティ,43.2,13,45,72,💼 保有継続,7490.0,72.23,0.1,0.1352948137404232,1.56,startup_growth,政策(startup_growth) / GC形成中
146,4194.T,ビジョナル,43.0,31,40,72,💼 保有継続,7423.0,127.7,0.08,0.06301029463968762,22.0,startup_growth,政策(startup_growth) / ⚠信用過熱(22.0倍) / ⚠ペナルティ1件
147,4058.T,トヨクモ,42.8,26,45,72,💼 保有継続,1852.0,158.87,0.2,0.1282051282051282,6.33,startup_growth,政策(startup_growth) / ⚠信用過熱(6.3倍) / ⚠ペナルティ1件
148,7352.T,TWOSTONE&Sons,42.8,26,45,72,💼 保有継続,553.0,99.9,0.13,0.13031781394613254,5.03,startup_growth,政策(startup_growth) / ⚠信用過熱(5.0倍) / ⚠ペナルティ1件
149,4371.T,コアコンセプト・テクノロジー,42.0,23,46,72,💼 保有継続,1048.0,,,0.17422547993019197,20.81,startup_growth,政策(startup_growth) / ⚠信用過熱(20.8倍) / ⚠ペナルティ1件
150,4324.T,電通グループ,41.6,31,35,78,💼 保有継続,2833.0,,,-0.21543125802319318,0.98,ai_digital,政策(ai_digital) / 信用良好(1.0倍) / ⚠ペナルティ2件
151,4180.T,Appier Group,41.0,58,35,72,💼 保有継続,861.0,,,-0.1896191966614502,54.85,startup_growth,政策(startup_growth) / ⚠信用過熱(54.9倍) / ⚠ペナルティ2件
152,9166.T,GENDA,41.0,58,35,72,💼 保有継続,705.0,,,-0.2832525578890684,10.85,startup_growth,政策(startup_growth) / 75日MA上 / ⚠信用過熱(10.8倍) / ⚠ペナルティ2件
153,9338.T,INFORICH,40.8,43,35,72,💼 保有継続,4540.0,,,-1.1640618696007718,,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠ペナルティ1件
154,8789.T,フィンテック グローバル,40.5,28,35,72,💼 保有継続,142.0,86.1,0.02,0.017583531385432685,18.28,startup_growth,政策(startup_growth) / GC形成中 / ⚠信用過熱(18.3倍) / ⚠ペナルティ1件
155,7003.T,三井E&S,40.5,26,35,74,💼 保有継続,6340.0,333.9,0.01,0.0015144665461121157,8.39,"green_energy, rare_earth",政策(green_energy) / RSI底値圏 / ⚠信用過熱(8.4倍) / ⚠ペナルティ1件
156,6367.T,ダイキン工業,39.5,19,40,74,📉 売り検討,19225.0,41.8,0.04,0.09204469542288991,7.66,green_energy,政策(green_energy) / ⚠信用過熱(7.7倍) / ⚠ペナルティ1件
157,5401.T,日本製鉄,37.9,33,35,74,📉 売り検討,600.0,,,-0.011750741667741548,2.56,green_energy,政策(green_energy) / GC形成中 / ⚠ペナルティ1件
158,7746.T,岡本硝子,37.6,34,35,72,📉 売り検討,978.0,,,-0.6653529173221844,1.77,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠ペナルティ1件
159,4165.T,ブレイド,37.5,48,35,72,📉 売り検討,628.0,,,-0.02153040935637097,7.31,startup_growth,政策(startup_growth) / ⚠信用過熱(7.3倍) / ⚠ペナルティ2件
160,7733.T,オリンパス,37.4,31,35,60,📉 売り検討,1419.5,227.96,0.07,0.03275969629190061,22.03,medical,⚠信用過熱(22.0倍) / ⚠ペナルティ1件
161,3479.T,ティーケーピー,37.2,33,35,72,📉 売り検討,1914.0,,,-0.09968129303966763,2.92,startup_growth,政策(startup_growth) / RSI底値圏 / ⚠ペナルティ1件
162,4575.T,キャンバス,37.2,33,35,72,📉 売り検討,819.0,,,-1.2124839030805623,,startup_growth,政策(startup_growth) / GC形成中 / ⚠ペナルティ1件
163,5027.T,AnyMind Group,36.5,31,35,72,📉 売り検討,520.0,,,,,startup_growth,政策(startup_growth) / ⚠ペナルティ1件
164,5246.T,ELEMENTS,35.4,42,35,72,📉 売り検討,651.0,,,-0.4026047869993121,23.53,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(23.5倍) / ⚠ペナルティ2件
165,5741.T,UACJ,35.4,42,35,72,📉 売り検討,2442.0,-39.4,,-0.016640790043014584,9.12,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(9.1倍) / ⚠ペナルティ2件
166,5411.T,JFEホールディングス,34.7,36,35,76,📉 売り検討,1983.5,85.5,,-0.01302268966063471,6.79,infrastructure,政策(infrastructure) / GC形成中 / ⚠信用過熱(6.8倍) / ⚠ペナルティ2件
167,4259.T,エクサウィザーズ,33.3,36,35,72,📉 売り検討,675.0,,,-0.24842635333613092,790.6,startup_growth,政策(startup_growth) / GC形成中 / ⚠信用過熱(790.6倍) / ⚠ペナルティ2件
168,4375.T,セーフィー,33.0,35,35,72,📉 売り検討,825.0,,,-0.047476937700775136,3.45,startup_growth,政策(startup_growth) / ⚠信用過熱(3.5倍) / ⚠ペナルティ2件
169,4894.T,クオリプス,32.6,34,35,72,📉 売り検討,7040.0,,,-0.07290598440391612,1181.29,startup_growth,政策(startup_growth) / GC形成中 / ⚠信用過熱(1181.3倍) / ⚠ペナルティ2件
170,4393.T,バンク・オブ・イノベーション,31.5,31,35,72,📉 売り検討,5320.0,,,-0.7493074792243767,4.51,startup_growth,政策(startup_growth) / ⚠信用過熱(4.5倍) / ⚠ペナルティ2件
171,4563.T,アンジェス,28.8,23,35,72,📉 売り検討,57.0,,,-0.12881128713795348,18.88,startup_growth,政策(startup_growth) / ⚠信用過熱(18.9倍) / ⚠ペナルティ2件
172,3133.T,海帆,28.5,8,35,72,📉 売り検討,388.0,,,,,startup_growth,政策(startup_growth) / ⚠ペナルティ1件
