ランク,ティッカー,銘柄名,総合スコア,テクニカル,ファンダメンタル,政策スコア,判定,株価,時価総額(億円),PER,PBR,政策セクター,コメント
135,4377.T,ONE CAREER Inc.,47.8,19,53,72,💼 保有継続,1937.0,349.0,56.820183,6.396962,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待） / バリュエーション割高注意 / 高ROE優良企業
136,3993.T,PKSHA Technology Inc.,47.2,21,49,72,💼 保有継続,2758.0,857.0,31.947178,2.483879,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待） / バリュエーション割高注意
137,4393.T,"Bank of Innovation,Inc.",46.9,14,56,72,💼 保有継続,5450.0,217.0,16.025642,3.5305018,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待） / 高ROE優良企業
138,4477.T,"BASE,Inc.",46.7,16,53,72,💼 保有継続,302.0,348.0,104.137924,2.3295457,startup_growth,政策重点銘柄（startup_growth） / バリュエーション割高注意
139,9556.T,INTLOOP Inc.,46.6,14,55,72,💼 保有継続,3085.0,289.0,43.475197,4.426093,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待） / バリュエーション割高注意 / 高ROE優良企業
140,4449.T,giftee Inc.,45.9,24,41,72,💼 保有継続,982.0,292.0,31.154821,3.1968124,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待） / バリュエーション割高注意
141,5246.T,"ELEMENTS, Inc.",44.7,24,37,72,💼 保有継続,607.0,165.0,,4.740447,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
142,3182.T,Oisix ra daichi Inc.,44.5,14,48,72,💼 保有継続,1385.0,481.0,21.97715,1.7690862,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待）
143,4480.T,"Medley, Inc.",44.3,28,31,72,💼 保有継続,2045.0,632.0,67.1152,4.269864,startup_growth,政策重点銘柄（startup_growth） / バリュエーション割高注意
144,9166.T,GENDA Inc.,44.1,19,41,72,💼 保有継続,611.0,1130.0,208.53242,1.7838167,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待） / バリュエーション割高注意
145,3994.T,"Money Forward, Inc.",41.1,18,32,72,💼 保有継続,3052.0,1689.0,106.378525,3.8509047,startup_growth,政策重点銘柄（startup_growth） / RSI売られすぎ圏（反発期待） / バリュエーション割高注意
