ランク,ティッカー,銘柄名,総合スコア,テクニカル,ファンダメンタル,政策スコア,判定,株価,PER,PBR,ROE,信用倍率,政策セクター,コメント
130,5842.T,インテグラル,41.3,16,35,72,💼 保有継続,3150.0,,,0.037527593818984545,,startup_growth,政策(startup_growth)
131,4592.T,サンバイオ,41.2,30,35,72,💼 保有継続,1951.0,,,-0.40549765417054645,698.13,startup_growth,政策(startup_growth) / GC形成中 / ⚠信用過熱(698.1倍) / ⚠ペナルティ1件
132,8789.T,フィンテック グローバル,41.2,30,35,72,💼 保有継続,140.0,86.1,0.02,0.017583531385432685,18.4,startup_growth,政策(startup_growth) / RSI底値圏 / ⚠信用過熱(18.4倍) / ⚠ペナルティ1件
133,4565.T,ネクセラファーマ,41.2,30,35,72,💼 保有継続,829.0,95.9,0.03,0.02823542887688284,20.66,startup_growth,政策(startup_growth) / GC形成中 / ⚠信用過熱(20.7倍) / ⚠ペナルティ1件
134,5038.T,eWeLL,40.6,14,35,72,💼 保有継続,2201.0,,,1.128219054360827,,startup_growth,政策(startup_growth)
135,4371.T,コアコンセプト・テクノロジー,40.3,18,46,72,💼 保有継続,1020.0,,,0.17422547993019197,22.4,startup_growth,政策(startup_growth) / ⚠信用過熱(22.4倍) / ⚠ペナルティ1件
136,3479.T,ティーケーピー,40.2,33,35,72,💼 保有継続,1947.0,,,-0.09968129303966763,2.04,startup_growth,政策(startup_growth) / RSI底値圏 / 出来高急増 / ⚠ペナルティ2件
137,4413.T,ボードルア,40.1,14,50,72,💼 保有継続,1846.0,,,0.32544086401989075,121.58,startup_growth,政策(startup_growth) / ⚠信用過熱(121.6倍) / ⚠ペナルティ1件
138,2998.T,クリアル,40.1,11,37,72,💼 保有継続,732.0,,,0.05758098866812012,,startup_growth,政策(startup_growth)
139,3923.T,ラクス,40.0,11,53,72,💼 保有継続,785.2,131.69,0.49,0.37439428717163986,4.14,startup_growth,政策(startup_growth) / ⚠信用過熱(4.1倍) / ⚠ペナルティ1件
140,3984.T,ユーザーローカル,40.0,18,45,72,💼 保有継続,1474.0,55.24,0.07,0.13078248711225196,7.39,startup_growth,政策(startup_growth) / RSI底値圏 / ⚠信用過熱(7.4倍) / ⚠ペナルティ1件
141,7352.T,TWOSTONE&Sons,40.0,18,45,72,💼 保有継続,499.0,99.9,0.13,0.13031781394613254,5.24,startup_growth,政策(startup_growth) / RSI底値圏 / ⚠信用過熱(5.2倍) / ⚠ペナルティ1件
142,4194.T,ビジョナル,39.5,21,40,72,📉 売り検討,7026.0,127.7,0.08,0.06301029463968762,17.59,startup_growth,政策(startup_growth) / ⚠信用過熱(17.6倍) / ⚠ペナルティ1件
143,6367.T,ダイキン工業,39.2,18,40,74,📉 売り検討,18935.0,41.8,0.04,0.09204469542288991,6.95,green_energy,政策(green_energy) / ⚠信用過熱(7.0倍) / ⚠ペナルティ1件
144,3697.T,SHIFT,38.6,14,45,72,📉 売り検討,662.8,154.51,0.19,0.12423400784728651,12.73,startup_growth,政策(startup_growth) / ⚠信用過熱(12.7倍) / ⚠ペナルティ1件
145,4443.T,Sansan,38.0,21,35,72,📉 売り検討,1138.0,1408.6,0.2,0.014462809917355372,6.76,startup_growth,政策(startup_growth) / ⚠信用過熱(6.8倍) / ⚠ペナルティ1件
146,2980.T,SREホールディングス,37.8,16,40,72,📉 売り検討,2637.0,104.93,0.09,0.08464854889416562,52.94,startup_growth,政策(startup_growth) / ⚠信用過熱(52.9倍) / ⚠ペナルティ1件
147,7746.T,岡本硝子,37.6,34,35,72,📉 売り検討,973.0,,,-0.6653529173221844,1.84,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠ペナルティ1件
148,6562.T,ジーニー,36.3,16,35,72,📉 売り検討,946.0,159.5,0.06,0.03898447420537958,7.08,startup_growth,政策(startup_growth) / ⚠信用過熱(7.1倍) / ⚠ペナルティ1件
149,5741.T,UACJ,35.8,43,35,72,📉 売り検討,2558.0,-39.4,,-0.016640790043014584,12.42,rare_earth,政策(rare_earth) / GC形成中 / 75日MA上 / ⚠信用過熱(12.4倍) / ⚠ペナルティ2件
150,4575.T,キャンバス,35.5,28,35,72,📉 売り検討,754.0,,,-1.2124839030805623,,startup_growth,政策(startup_growth) / RSI底値圏 / ⚠ペナルティ1件
151,9348.T,ispace,35.4,42,35,72,📉 売り検討,554.0,,,-0.35687576639078306,3504.92,startup_growth,政策(startup_growth) / GC形成中 / 75日MA上 / ⚠信用過熱(3504.9倍) / ⚠ペナルティ2件
152,3994.T,マネーフォワード,34.8,26,35,72,📉 売り検討,3120.0,,,-0.23670022606490007,1.86,startup_growth,政策(startup_growth) / ⚠ペナルティ1件
153,4477.T,BASE,34.5,11,35,72,📉 売り検討,290.0,346.3,0.12,0.03601159277301597,65.03,startup_growth,政策(startup_growth) / ⚠信用過熱(65.0倍) / ⚠ペナルティ1件
154,5401.T,日本製鉄,34.4,23,35,74,📉 売り検討,605.2,,,-0.011750741667741548,2.38,green_energy,政策(green_energy) / RSI底値圏 / ⚠ペナルティ1件
155,6869.T,シスメックス,34.4,14,45,60,📉 売り検討,1420.5,78.08,0.08,0.1044976057749625,15.52,medical,⚠信用過熱(15.5倍) / ⚠ペナルティ1件
156,5027.T,AnyMind Group,33.0,21,35,72,📉 売り検討,485.0,,,,,startup_growth,政策(startup_growth) / ⚠ペナルティ1件
157,4543.T,テルモ,32.9,14,40,60,📉 売り検討,1942.0,39.08,0.04,0.09019660029276425,11.24,medical,⚠信用過熱(11.2倍) / ⚠ペナルティ1件
158,7733.T,オリンパス,32.8,18,35,60,📉 売り検討,1361.0,227.96,0.07,0.03275969629190061,19.11,medical,RSI底値圏 / ⚠信用過熱(19.1倍) / ⚠ペナルティ1件
159,4324.T,電通グループ,32.7,14,35,78,📉 売り検討,2770.0,,,-0.21543125802319318,1.02,ai_digital,政策(ai_digital) / ⚠ペナルティ1件
160,5243.T,note,31.3,16,35,72,📉 売り検討,1963.0,,,-0.3487220907409112,,startup_growth,政策(startup_growth) / GC形成中 / ⚠ペナルティ1件
161,5411.T,JFEホールディングス,31.2,26,35,76,📉 売り検討,1968.0,85.5,,-0.01302268966063471,3.23,infrastructure,政策(infrastructure) / RSI底値圏 / ⚠信用過熱(3.2倍) / ⚠ペナルティ2件
162,4180.T,Appier Group,30.8,29,35,72,📉 売り検討,766.0,,,-0.1896191966614502,53.44,startup_growth,政策(startup_growth) / ⚠信用過熱(53.4倍) / ⚠ペナルティ2件
163,5246.T,ELEMENTS,30.1,27,35,72,📉 売り検討,605.0,,,-0.4026047869993121,22.85,startup_growth,政策(startup_growth) / GC形成中 / ⚠信用過熱(22.9倍) / ⚠ペナルティ2件
164,3133.T,海帆,30.0,18,35,72,📉 売り検討,392.0,,,,9020.0,startup_growth,政策(startup_growth) / 出来高急増 / ⚠信用過熱(9020.0倍) / ⚠ペナルティ3件
165,4419.T,Finatextホールディングス,29.5,11,35,72,📉 売り検討,832.0,,,-0.1561160421964335,,startup_growth,政策(startup_growth) / ⚠ペナルティ1件
166,4165.T,ブレイド,29.1,24,35,72,📉 売り検討,526.0,,,-0.02153040935637097,10.1,startup_growth,政策(startup_growth) / ⚠信用過熱(10.1倍) / ⚠ペナルティ2件
167,4894.T,クオリプス,29.1,24,35,72,📉 売り検討,6840.0,,,-0.07290598440391612,818.5,startup_growth,政策(startup_growth) / GC形成中 / ⚠信用過熱(818.5倍) / ⚠ペナルティ2件
168,4563.T,アンジェス,28.8,23,35,72,📉 売り検討,55.0,,,-0.12881128713795348,19.44,startup_growth,政策(startup_growth) / RSI底値圏 / ⚠信用過熱(19.4倍) / ⚠ペナルティ2件
169,4259.T,エクサウィザーズ,28.0,21,35,72,📉 売り検討,624.0,,,-0.24842635333613092,722.39,startup_growth,政策(startup_growth) / GC形成中 / ⚠信用過熱(722.4倍) / ⚠ペナルティ2件
170,4393.T,バンク・オブ・イノベーション,27.0,18,35,72,📉 売り検討,4795.0,,,-0.7493074792243767,4.98,startup_growth,政策(startup_growth) / RSI底値圏 / ⚠信用過熱(5.0倍) / ⚠ペナルティ2件
171,4375.T,セーフィー,26.3,16,35,72,📉 売り検討,810.0,,,-0.047476937700775136,4.5,startup_growth,政策(startup_growth) / ⚠信用過熱(4.5倍) / ⚠ペナルティ2件
172,9166.T,GENDA,25.6,14,35,72,📉 売り検討,595.0,,,-0.2832525578890684,11.42,startup_growth,政策(startup_growth) / ⚠信用過熱(11.4倍) / ⚠ペナルティ2件
